x,V,psiSquared
-2,2248,4.94141643240576e-41
-1.984313725490196,2181.376016916689,5.321488450113989e-40
-1.968627450980392,2116.264821706968,4.358857061665233e-39
-1.952941176470588,2052.642979044791,3.360686368856325e-38
-1.937254901960784,1990.487239598765,2.501052680641867e-37
-1.92156862745098,1929.774540032144,1.802811825352336e-36
-1.905882352941176,1870.482003002837,1.25956476119742e-35
-1.890196078431372,1812.586937163404,8.532728151277612e-35
-1.874509803921569,1756.066837161054,5.606411943597454e-34
-1.858823529411765,1700.899383637648,3.573876639709794e-33
-1.843137254901961,1647.062443229699,2.21094152917384e-32
-1.827450980392157,1594.534068568369,1.327767919903724e-31
-1.811764705882353,1543.292498279475,7.742779626727531e-31
-1.796078431372549,1493.316156983481,4.385535911413453e-30
-1.780392156862745,1444.583655295504,2.413345202904008e-29
-1.764705882352941,1397.073789825313,1.290642581806837e-28
-1.749019607843137,1350.765543177328,6.709651186456978e-28
-1.733333333333333,1305.638083950617,3.391703700465807e-27
-1.71764705882353,1261.670766738904,1.667537037920824e-26
-1.701960784313725,1218.84313213056,7.976041090732346e-26
-1.686274509803922,1177.134906708611,3.712508063889969e-25
-1.670588235294118,1136.52600305073,1.682009938377077e-24
-1.654901960784314,1096.996519729244,7.419643958089236e-24
-1.63921568627451,1058.52674131113,3.187442997984766e-23
-1.623529411764706,1021.097138358018,1.333882110898222e-22
-1.607843137254902,984.688367426186,5.438990260808245e-22
-1.592156862745098,949.2812710665658,2.161496098662336e-21
-1.576470588235294,914.8568778247385,8.374037682619899e-21
-1.56078431372549,881.3964022409386,3.163501314778078e-20
-1.545098039215686,848.8812448500496,1.165632411530549e-19
-1.529411764705882,817.2929921816069,4.190086740219112e-19
-1.513725490196078,786.6134167597975,1.469802673583452e-18
-1.498039215686275,756.8244771034593,5.03240993509868e-18
-1.482352941176471,727.908317726081,1.682208490117972e-17
-1.466666666666667,699.8472691358027,5.491309007126433e-17
-1.450980392156863,672.6238478354154,1.750931598963524e-16
-1.435294117647059,646.220756322362,5.454617038252315e-16
-1.419607843137255,620.620883088736,1.660600886424547e-15
-1.403921568627451,595.8073026212819,4.9416945294065e-15
-1.388235294117647,571.763275401396,1.437803240789036e-14
-1.372549019607843,548.4722479051251,4.091088217303588e-14
-1.356862745098039,525.9178526031674,1.138666487799152e-13
-1.341176470588235,504.0839079608723,3.100806156714434e-13
-1.325490196078431,482.95441843824,8.263703846928563e-13
-1.309803921568627,462.5135744899228,2.155748881107635e-12
-1.294117647058824,442.7457525652232,5.506120616569748e-12
-1.27843137254902,423.635515108095,1.377265916601113e-11
-1.262745098039216,405.1676105571437,3.374538380097382e-11
-1.247058823529412,387.3269733456257,8.100931390411805e-11
-1.231372549019608,370.0987239014481,1.905805626057383e-10
-1.215686274509804,353.4681686471697,4.394848505197693e-10
-1.2,337.4208,9.936397647485774e-10
-1.184313725490196,321.9422963718004,2.203085522961455e-09
-1.168627450980392,307.0185221690827,4.791242492831007e-09
-1.152941176470588,292.6355277930101,1.022294121331376e-08
-1.137254901960784,278.7795496393972,2.140476351397528e-08
-1.12156862745098,265.4370100987095,4.398931586773797e-08
-1.105882352941177,252.5945175560638,8.875256274317529e-08
-1.090196078431373,240.2388663912278,1.758351016598245e-07
-1.074509803921569,228.3570369786204,3.421484678145868e-07
-1.058823529411765,216.9361956873122,6.540344276400381e-07
-1.043137254901961,205.9636948810243,1.228444326756335e-06
-1.027450980392157,195.4270729181291,2.267619944804891e-06
-1.011764705882353,185.3140541516505,4.11467162089267e-06
-0.996078431372549,175.6125489292631,7.340734487658431e-06
-0.9803921568627452,166.3106535932931,1.287868768778454e-05
-0.9647058823529413,157.3966504807175,2.222382416071347e-05
-0.9490196078431372,148.8590079231644,3.772830631769067e-05
-0.9333333333333333,140.6863802469136,6.302346575584968e-05
-0.9176470588235295,132.8676077728955,0.0001036114221504969
-0.9019607843137254,125.3917168166917,0.000167674121813093
-0.8862745098039215,118.2479196885355,0.0002671522674856346
-0.8705882352941177,111.4256146933107,0.0004191467670080417
-0.8549019607843138,104.9143861305525,0.0006476888748469667
-0.8392156862745099,98.70400429444747,0.0009859094942754013
-0.8235294117647058,92.78442547383293,0.001478610595613106
-0.807843137254902,87.14579195219773,0.002185200425156159
-0.7921568627450981,81.77843200768169,0.003182898410806228
-0.776470588235294,76.67285991307571,0.004570046680593218
-0.7607843137254902,71.81977593582215,0.006469286878314173
-0.7450980392156863,67.2100663380142,0.00903028072368995
-0.7294117647058824,62.83480337639638,0.01243158117456243
-0.7137254901960786,58.68524530236429,0.01688121171112109
-0.6980392156862745,54.7528363619647,0.02261549946187444
-0.6823529411764706,51.02920679589565,0.02989574841270255
-0.6666666666666667,47.50617283950619,0.03900244307884367
-0.6509803921568627,44.17573672279654,0.0502268451420725
-0.6352941176470588,41.03008667041821,0.06386007986826425
-0.6196078431372549,38.06159690167373,0.08018008753704962
-0.6039215686274511,35.26282763051682,0.09943710717761763
-0.5882352941176472,32.6265250655524,0.1218386254979345
-0.5725490196078431,30.14562141003645,0.1475349189267335
-0.5568627450980392,27.81323486187625,0.1766064010850098
-0.5411764705882354,25.62266961363012,0.2090539344888298
-0.5254901960784313,23.56741585250755,0.2447930667838526
-0.5098039215686274,21.64114976036927,0.2836528252967319
-0.4941176470588236,19.83773351372709,0.3253792889526129
-0.4784313725490197,18.15121528374398,0.369643709769421
-0.4627450980392158,16.57582923623409,0.4160545392021152
-0.4470588235294117,15.10599553166269,0.4641723836141591
-0.4313725490196079,13.73632032514629,0.5135267078886258
-0.415686274509804,12.46159576645247,0.5636330439288955
-0.3999999999999999,11.27679999999999,0.6140095352601336
-0.384313725490196,10.17709716485881,0.664191834196628
-0.3686274509803922,9.157837394749986,0.7137456257743033
